PMID,DOI,First_Author,Year,Title,Journal,Publication_Type,Original_Operational_Analysis_Group,Eligibility_Outcome,Eligibility_Code,Final_Operational_Analysis_Group,Analytic_Set_Decision,Narrative_Context_Status,Trigger_Rule_IDs,Evidence_Level,Eligibility_Rationale
35324610,10.3390/jimaging8030055,Abdelrahman A,2022,Kidney Tumor Semantic Segmentation Using Deep Learning: A Survey of State-of-the-Art.,Journal of imaging,Journal Article,Renal/Kidney,INCLUDE,,Renal/Kidney,INCLUDE,NOT_CONTEXT_ONLY,TEC01_TECHNICAL_ARTIFACT_WITHOUT_CLINICAL_CUE,ABSTRACT,The title and available abstract identify deep learning and computer vision applied to the in-scope task described in 'Kidney Tumor Semantic Segmentation Using Deep Learning: A Survey of State-of-the-Art.'.
35589469,10.1016/j.purol.2022.04.001,Carlier M,2022,A pilot study investigating the feasibility of using a fully automatic software to assess the RENAL and PADUA score.,Progres en urologie : journal de l'Association francaise d'urologie et de la Societe francaise d'urologie,Journal Article,Renal/Kidney,INCLUDE,,Renal/Kidney,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,PUBMED_ABSTRACT,Automated RENAL and PADUA scoring supports renal-mass assessment and partial-nephrectomy planning.
35940363,10.1016/j.jvir.2022.07.027,Keshavamurthy KN,2022,Evaluation of an Integrated Spectroscopy and Classification Platform for Point-of-Care Core Needle Biopsy Assessment: Performance Characteristics from Ex Vivo Renal Mass Biopsies.,Journal of vascular and interventional radiology : JVIR,Journal Article,Renal/Kidney,INCLUDE,,Renal/Kidney,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify machine learning applied to the in-scope task described in 'Evaluation of an Integrated Spectroscopy and Classification Platform for Point-of-Care Core Needle Biopsy Assessment: Performance Characteristics from Ex Vivo Renal Mass Biopsies.'.
36073216,10.12122/j.issn.1673-4254.2022.08.09,Mo T,2022,[A discrimination model for differentiation of renal cell carcinoma from renal angiomyolipoma without visible fat: based on hierarchical fusion framework of multi-classifier].,Nan fang yi ke da xue xue bao = Journal of Southern Medical University,Journal Article,Renal/Kidney,EXCLUDE,E09_DATE_LANGUAGE_INDEXING,Renal/Kidney,EXCLUDE,NOT_CONTEXT_ONLY,DEEP_SCOPE_LANGUAGE_BOUNDARY,PUBMED_METADATA,Official PubMed XML metadata lists the publication language as Chinese (chi) and does not include the English language code (eng). The record is therefore excluded under the prespecified English-language eligibility rule; an English-translated NLM title or abstract does not make the publication itself English-language eligible.
33858811,10.1016/j.euf.2021.04.001,Trinh L,2022,Survival Analysis Using Surgeon Skill Metrics and Patient Factors to Predict Urinary Continence Recovery After Robot-assisted Radical Prostatectomy.,European urology focus,"Journal Article; Research Support, N.I.H., Extramural",Surgical AI,INCLUDE,,Surgical AI,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify deep learning applied to the in-scope task described in 'Survival Analysis Using Surgeon Skill Metrics and Patient Factors to Predict Urinary Continence Recovery After Robot-assisted Radical Prostatectomy.'.
35168316,10.1590/S1677-5538.IBJU.2022.9910,Noel J,2022,Step-by-step optimisation of robotic-assisted radical prostatectomy using augmented reality.,International braz j urol : official journal of the Brazilian Society of Urology,Journal Article; Video-Audio Media,Surgical AI,EXCLUDE,E05_NO_SUBSTANTIVE_AI,Surgical AI,EXCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,FULL_TEXT,"The available evidence for 'Step-by-step optimisation of robotic-assisted radical prostatectomy using augmented reality' reports conventional imaging, statistics, digital/AR/VR technology, biomarkers, or automation without a substantive AI/ML method or application."
35262373,10.1089/end.2021.0798,Yang Y,2022,Mixed Reality: A Step Further for Planning Complex Renal Tumors (RENAL Nephrometry Score of 7 or Higher).,Journal of endourology,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",Surgical AI,EXCLUDE,E05_NO_SUBSTANTIVE_AI,Surgical AI,EXCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,"The available evidence for 'Mixed Reality: A Step Further for Planning Complex Renal Tumors (RENAL Nephrometry Score of 7 or Higher)' reports conventional imaging, statistics, digital/AR/VR technology, biomarkers, or automation without a substantive AI/ML method or application."
35941310,10.1007/s00464-022-09487-1,De Backer P,2022,Multicentric exploration of tool annotation in robotic surgery: lessons learned when starting a surgical artificial intelligence project.,Surgical endoscopy,"Journal Article; Research Support, Non-U.S. Gov't",Surgical AI,INCLUDE,,Surgical AI,INCLUDE,NOT_CONTEXT_ONLY,SCP05_GENERAL_SURGERY_WITHOUT_UROLOGY,ABSTRACT,The title and available abstract identify machine learning applied to the in-scope task described in 'Multicentric exploration of tool annotation in robotic surgery: lessons learned when starting a surgical artificial intelligence project.'.
36035346,10.1016/j.ajur.2022.03.008,Puliatti S,2022,New imaging technologies for robotic kidney cancer surgery.,Asian journal of urology,Journal Article; Review,Surgical AI,EXCLUDE,E05_NO_SUBSTANTIVE_AI,Surgical AI,EXCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,"The available evidence for 'New imaging technologies for robotic kidney cancer surgery' reports conventional imaging, statistics, digital/AR/VR technology, biomarkers, or automation without a substantive AI/ML method or application."
36226727,10.1097/MOU.0000000000001054,Schardein JN,2023,Evolution of the basic semen analysis and processing sperm.,Current opinion in urology,Journal Article; Review,Andrology,EXCLUDE,E05_NO_SUBSTANTIVE_AI,Andrology,EXCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,"The available evidence for 'Evolution of the basic semen analysis and processing sperm' reports conventional imaging, statistics, digital/AR/VR technology, biomarkers, or automation without a substantive AI/ML method or application."
36586006,10.1007/s10815-022-02685-9,Jiang VS,2023,Advancements in the future of automating micromanipulation techniques in the IVF laboratory using deep convolutional neural networks.,Journal of assisted reproduction and genetics,Journal Article,Andrology,EXCLUDE,E02_EMBRYOLOGY_ONLY,Andrology,EXCLUDE,NOT_CONTEXT_ONLY,SCP02_FEMALE_ART_WITHOUT_MALE_REPRO_EXPANDED,PUBMED_ABSTRACT,"Both evaluated CNN tasks concern oocyte polar-body or embryo/assisted-hatching landmarks; ICSI is the procedural setting, but no sperm-specific or male-factor AI task or result is evaluated."
36595077,10.1007/s00345-022-04275-x,Vittori G,2023,Computer-aided diagnosis in prostate cancer: a retrospective evaluation of the Watson Elementary((R)) system for preoperative tumor characterization in patients treated with robot-assisted radical prostatectomy.,World journal of urology,Journal Article,Andrology,INCLUDE,,Andrology,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify a substantive AI or machine-learning application applied to the in-scope task described in 'Computer-aided diagnosis in prostate cancer: a retrospective evaluation of the Watson Elementary((R)) system for preoperative tumor characterization in patients treated with robot-assisted radical prostatectomy.'.
36649928,10.5534/wjmh.220213,Calogero AE,2023,The Renaissance of Male Infertility Management in the Golden Age of Andrology.,The world journal of men's health,Journal Article; Review,Andrology,EXCLUDE,E05_NO_SUBSTANTIVE_AI,Andrology,EXCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,"The available evidence for 'The Renaissance of Male Infertility Management in the Golden Age of Andrology' reports conventional imaging, statistics, digital/AR/VR technology, biomarkers, or automation without a substantive AI/ML method or application."
36703171,10.1186/s12958-023-01065-x,Tian T,2023,A Bayesian network model for prediction of low or failed fertilization in assisted reproductive technology based on a large clinical real-world data.,Reproductive biology and endocrinology : RB&E,Journal Article,Andrology,INCLUDE,,Andrology,INCLUDE,NOT_CONTEXT_ONLY,AI03_GENERIC_PREDICTION_WITHOUT_EXPLICIT_AI;AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify machine learning applied to the in-scope task described in 'A Bayesian network model for prediction of low or failed fertilization in assisted reproductive technology based on a large clinical real-world data.'.
36867616,10.1371/journal.pone.0276815,Hasannejadasl H,2023,Development and external validation of multivariate prediction models for erectile dysfunction in men with localized prostate cancer.,PloS one,"Journal Article; Research Support, Non-U.S. Gov't",Andrology,INCLUDE,,Andrology,INCLUDE,NOT_CONTEXT_ONLY,AI03_GENERIC_PREDICTION_WITHOUT_EXPLICIT_AI;AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify machine learning applied to the in-scope task described in 'Development and external validation of multivariate prediction models for erectile dysfunction in men with localized prostate cancer.'.
36869577,10.1111/andr.13419,Hsu CT,2023,Development and integration of LensHooke((R)) R10 for automatic and standardized diagnosis for sperm DNA fragmentation.,Andrology,"Journal Article; Research Support, Non-U.S. Gov't",Andrology,INCLUDE,,Andrology,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify machine learning applied to the in-scope task described in 'Development and integration of LensHooke((R)) R10 for automatic and standardized diagnosis for sperm DNA fragmentation.'.
36876730,10.1097/MOU.0000000000001090,Muin D,2023,PET in bladder cancer imaging.,Current opinion in urology,Journal Article; Review,Andrology,EXCLUDE,E05_NO_SUBSTANTIVE_AI,Andrology,EXCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,"The available evidence for 'PET in bladder cancer imaging' reports conventional imaging, statistics, digital/AR/VR technology, biomarkers, or automation without a substantive AI/ML method or application."
36881738,10.1093/jsxmed/qdad017,Mulloy E,2023,Association between priapism and HIV disease and treatment.,The journal of sexual medicine,Journal Article,Andrology,INCLUDE,,Andrology,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify machine learning applied to the in-scope task described in 'Association between priapism and HIV disease and treatment.'.
36909306,10.3389/fendo.2023.1145533,Nixon B,2023,New horizons in human sperm selection for assisted reproduction.,Frontiers in endocrinology,"Journal Article; Research Support, Non-U.S. Gov't; Review",Andrology,EXCLUDE,E05_NO_SUBSTANTIVE_AI,Andrology,EXCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,"The available evidence for 'New horizons in human sperm selection for assisted reproduction' reports conventional imaging, statistics, digital/AR/VR technology, biomarkers, or automation without a substantive AI/ML method or application."
36974731,10.1002/cyto.a.24732,Rodriguez-Martinez EA,2023,"A new computational approach, based on images trajectories, to identify the subjacent heterogeneity of sperm to the effects of ketanserin.",Cytometry. Part A : the journal of the International Society for Analytical Cytology,"Journal Article; Research Support, Non-U.S. Gov't",Andrology,INCLUDE,,Andrology,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,"The title and available abstract identify machine learning applied to the in-scope task described in 'A new computational approach, based on images trajectories, to identify the subjacent heterogeneity of sperm to the effects of ketanserin.'."
37046855,10.3390/healthcare11070929,GhoshRoy D,2023,Unboxing Industry-Standard AI Models for Male Fertility Prediction with SHAP.,"Healthcare (Basel, Switzerland)",Journal Article,Andrology,INCLUDE,,Andrology,INCLUDE,NOT_CONTEXT_ONLY,AI03_GENERIC_PREDICTION_WITHOUT_EXPLICIT_AI;AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,PRIOR_HUMAN_ABSTRACT_REVIEW,The title and available abstract identify machine learning applied to the in-scope task described in 'Unboxing Industry-Standard AI Models for Male Fertility Prediction with SHAP.'.
37156762,10.1038/s41597-023-02173-4,Thambawita V,2023,"VISEM-Tracking, a human spermatozoa tracking dataset.",Scientific data,Dataset; Journal Article,Andrology,INCLUDE,,Andrology,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI;TEC01_TECHNICAL_ARTIFACT_WITHOUT_CLINICAL_CUE,ABSTRACT,"The title and available abstract identify deep learning and machine learning applied to the in-scope task described in 'VISEM-Tracking, a human spermatozoa tracking dataset.'."
37211062,10.1016/j.fertnstert.2023.05.149,Jiang VS,2023,Artificial intelligence in the in vitro fertilization laboratory: a review of advancements over the last decade.,Fertility and sterility,Journal Article; Review,Andrology,INCLUDE,,Andrology,INCLUDE,NOT_CONTEXT_ONLY,SCP02_FEMALE_ART_WITHOUT_MALE_REPRO_EXPANDED,PUBMED_ABSTRACT,The review explicitly covers AI-assisted sperm selection among the IVF laboratory applications and therefore contains a substantive male-reproductive component.
37514907,10.3390/s23146613,Mahali MI,2023,A Dual Architecture Fusion and AutoEncoder for Automatic Morphological Classification of Human Sperm.,"Sensors (Basel, Switzerland)",Journal Article,Andrology,INCLUDE,,Andrology,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify deep learning and machine learning applied to the in-scope task described in 'A Dual Architecture Fusion and AutoEncoder for Automatic Morphological Classification of Human Sperm.'.
37595940,10.1016/j.neuroscience.2023.08.015,Feng S,2023,Altered White Matter Structural Network Connectivity Associated with Cognitive Declines in Psychogenic Erectile Dysfunction.,Neuroscience,"Journal Article; Research Support, Non-U.S. Gov't",Andrology,INCLUDE,,Andrology,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify machine learning applied to the in-scope task described in 'Altered White Matter Structural Network Connectivity Associated with Cognitive Declines in Psychogenic Erectile Dysfunction.'.
37705466,10.1080/14647273.2023.2256980,Si K,2023,Application of artificial intelligence in gametes and embryos selection.,"Human fertility (Cambridge, England)",Journal Article; Review,Andrology,INCLUDE,,Andrology,INCLUDE,NOT_CONTEXT_ONLY,SCP02_EMBRYO_ART_WITHOUT_MALE_REPRO,ABSTRACT_OR_METADATA_PLUS_DUAL_HUMAN_REVIEW,"The review substantively covers AI for semen analysis and sperm selection, which are recognizable male-reproductive and andrology tasks within scope."
37880723,10.1186/s12944-023-01950-9,Huang Y,2023,Association between polyunsaturated fatty acid intake and the prevalence of erectile dysfunction: A cross-sectional analysis of the NHANES 2001-2004.,Lipids in health and disease,Journal Article,Andrology,INCLUDE,,Andrology,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,PRIOR_HUMAN_ABSTRACT_REVIEW,The title and available abstract identify machine learning applied to the in-scope task described in 'Association between polyunsaturated fatty acid intake and the prevalence of erectile dysfunction: A cross-sectional analysis of the NHANES 2001-2004.'.
38639655,,Shen HP,2023,[Exploring the mechanisms of ferroptosis in non-obstructive azoospermia based on bioinformatics and machine learning].,Zhonghua nan ke xue = National journal of andrology,English Abstract; Journal Article,Andrology,EXCLUDE,E09_DATE_LANGUAGE_INDEXING,Andrology,EXCLUDE,NOT_CONTEXT_ONLY,DEEP_SCOPE_LANGUAGE_BOUNDARY,PUBMED_METADATA,Official PubMed XML metadata lists the publication language as Chinese (chi) and does not include the English language code (eng). The record is therefore excluded under the prespecified English-language eligibility rule; an English-translated NLM title or abstract does not make the publication itself English-language eligible.
38639663,,Zhu LQ,2023,"[Comparative analysis of two assaysin detection of sperm DNA fragmentation index, flow cytometry and AI-based fluorescence microscopy, based on AO staining: A multicentre study].",Zhonghua nan ke xue = National journal of andrology,English Abstract; Journal Article; Multicenter Study,Andrology,EXCLUDE,E09_DATE_LANGUAGE_INDEXING,Andrology,EXCLUDE,NOT_CONTEXT_ONLY,DEEP_SCOPE_LANGUAGE_BOUNDARY,PUBMED_METADATA,Official PubMed XML metadata lists the publication language as Chinese (chi) and does not include the English language code (eng). The record is therefore excluded under the prespecified English-language eligibility rule; an English-translated NLM title or abstract does not make the publication itself English-language eligible.
