"PMID","DOI","First_Author","Year","Title","Journal","Journal_Abbrev","Publication_Type","Domain_Group","Priority_Translational_Evidence","Priority_Use_Case"
"40474054","10.1186/s12880-025-01741-x","Qu J","2025","Development and validation of a CT algorithm based on intratumoral necrosis and tumor morphology to predict the nuclear grade of small (2-4 cm) solid clear cell renal cell carcinoma.","BMC medical imaging","BMC Med Imaging","Journal Article; Validation Study","Governance","No",""
"39179437","10.1016/j.urolonc.2024.08.002","Ramacciotti LS","2025","The learning curve for transperineal MRI/TRUS fusion prostate biopsy: A prospective evaluation of a stepwise approach.","Urologic oncology","Urol Oncol","Journal Article","Governance","No",""
"41381251","10.1016/j.euo.2025.11.016","Rinderknecht E","2025","Benchmarking Large Language Models Against Multidisciplinary Tumor Boards in Urological Oncology: Results from the Blinded, Prospective CONCORDIA Study.","European urology oncology","Eur Urol Oncol","Journal Article","Governance","No",""
"40465696","10.1371/journal.pone.0324175","Rodler S","2025","GPT-4 generates accurate and readable patient education materials aligned with current oncological guidelines: A randomized assessment.","PloS one","PLoS One","Journal Article; Randomized Controlled Trial","Governance","No",""
"41412890","10.1016/j.euf.2025.12.007","Roessler N","2025","Harnessing Artificial Intelligence for Risk Stratification and Outcome Prediction in Urologic Cancers: A Systematic Review.","European urology focus","Eur Urol Focus","Journal Article; Review","Governance","No",""
"40877457","10.1186/s13550-025-01312-9","Ruhwedel T","2025","AI-driven body composition monitoring and its prognostic role in mCRPC undergoing lutetium-177 PSMA radioligand therapy: insights from a retrospective single-center analysis.","EJNMMI research","EJNMMI Res","Journal Article","Governance","No",""
"40332649","10.1007/s11547-025-02017-8","Russo T","2025","The added value of artificial intelligence using Quantib Prostate for the detection of prostate cancer at multiparametric magnetic resonance imaging.","La Radiologia medica","Radiol Med","Journal Article; Observational Study","Governance","No",""
"41258614","10.1007/s11764-025-01921-2","Sahin MF","2025","What do the current popular artificial intelligence chatbots offer us regarding patient information? Comparison of responses from the ten most popular chatbots about bladder cancer.","Journal of cancer survivorship : research and practice","J Cancer Surviv","Journal Article","Governance","No",""
"41008894","10.3390/cancers17183053","Santarelli V","2025","Latest Advancements and Future Directions in Prostate Cancer Surgery: Reducing Invasiveness and Expanding Indications.","Cancers","Cancers (Basel)","Journal Article; Review","Governance","No",""
"40288021","10.1016/j.saa.2025.126274","Sarkees E","2025","Evaluation of the diagnostic potential of Fourier transform-infrared spectroscopy on urine for urothelial bladder cancer: an in-hospital field study.","Spectrochimica acta. Part A, Molecular and biomolecular spectroscopy","Spectrochim Acta A Mol Biomol Spectrosc","Journal Article","Governance","No",""
"39812861","10.1007/s00423-024-03598-0","Sato K","2025","Objective surgical skill assessment based on automatic recognition of dissection and exposure times in robot-assisted radical prostatectomy.","Langenbeck's archives of surgery","Langenbecks Arch Surg","Journal Article; Multicenter Study","Governance","No",""
"40506189","10.1016/j.gerinurse.2025.103384","Sayabalian A","2025","Artificial Intelligence in Assisted Living and Memory Care: Enhancing Care or Increasing Exposure?","Geriatric nursing (New York, N.Y.)","Geriatr Nurs","Editorial","Governance","No",""
"40709669","10.1002/advs.202508977","Shen R","2025","Artificial Intelligence-Assisted Urine Cytology for Noninvasive Detection of Muscle-Invasive Urothelial Carcinoma: A Multi-Center Diagnostic Study with Prospective Validation.","Advanced science (Weinheim, Baden-Wurttemberg, Germany)","Adv Sci (Weinh)","Journal Article; Multicenter Study; Validation Study","Governance","No",""
"41466327","10.1186/s40644-025-00961-2","Shengfa L","2025","CT-based AI score associates with perioperative outcomes in nephron-sparing surgery for renal cell carcinoma.","Cancer imaging : the official publication of the International Cancer Imaging Society","Cancer Imaging","Journal Article","Governance","No",""
"40619425","10.1186/s40779-025-00621-3","Shi MJ","2025","Performance of GPT-4 for automated prostate biopsy decision-making based on mpMRI: a multi-center evidence study.","Military Medical Research","Mil Med Res","Journal Article; Multicenter Study","Governance","No",""
"40830224","10.1038/s41598-025-99754-7","Singh S","2025","Integrating miRNA profiling and machine learning for improved prostate cancer diagnosis.","Scientific reports","Sci Rep","Journal Article","Governance","No",""
"41268028","10.7759/cureus.97176","Singh S","2025","Effect of TRIPOD+AI Guidelines on the Reporting Quality of Artificial Intelligence Prediction Models in Orthopaedic Surgery: An 18-Month Bibliometric Study.","Cureus","Cureus","Journal Article; Review","Governance","No",""
"40297817","10.3389/fonc.2025.1555247","Smiley A","2025","Methodological and reporting quality of machine learning studies on cancer diagnosis, treatment, and prognosis.","Frontiers in oncology","Front Oncol","Journal Article; Review","Governance","No",""
"41193866","10.1038/s41443-025-01200-9","Sokmen D","2025","Artificial intelligence meets medical rarity: evaluating ChatGPT's responses on post-orgasmic illness syndrome.","International journal of impotence research","Int J Impot Res","Journal Article","Governance","No",""
"40958684","10.1177/08927790251379460","Solano C","2025","Integration of Generative Artificial Intelligence into Urological Practice: A Cross-Sectional Survey Analysis from the EAU Endourology.","Journal of endourology","J Endourol","Journal Article","Governance","No",""
"40954311","10.1038/s41591-025-03953-8","Sounderajah V","2025","The STARD-AI reporting guideline for diagnostic accuracy studies using artificial intelligence.","Nature medicine","Nat Med","Journal Article; Review","Governance","No",""
"40800089","10.21037/tau-2025-400","Tang H","2025","Automatic segmentation of clear cell renal cell carcinoma based on deep learning and a preliminary exploration of the tumor microenvironment.","Translational andrology and urology","Transl Androl Urol","Journal Article","Governance","No",""
"41388186","10.1038/s41391-025-01060-w","Tun HM","2025","Artificial Intelligence (AI)-based tools in the diagnosis and management of prostate cancer: a systematic review and meta-analysis.","Prostate cancer and prostatic diseases","Prostate Cancer Prostatic Dis","Journal Article; Review","Governance","No",""
"41259800","10.2196/78393","Tung JYM","2025","Performance of Retrieval-Augmented Generation Large Language Models in Guideline-Concordant Prostate-Specific Antigen Testing: Comparative Study With Junior Clinicians.","Journal of medical Internet research","J Med Internet Res","Comparative Study; Journal Article","Governance","No",""
"41339223","10.56434/j.arch.esp.urol.20257809.152","Ulutas KT","2025","Assessing ChatGPT on Male HPV Disorders: Repeated Assessments of Urological and Dermatological Accuracy Using Evidence-Based Guidelines.","Archivos espanoles de urologia","Arch Esp Urol","Journal Article","Governance","No",""
"40929720","10.2196/65811","Wahyudi I","2025","Deep Learning-Based Pattern Recognition for Detecting Penile Abnormalities: Protocol for Developing a Mobile App for Circumcision Eligibility.","JMIR research protocols","JMIR Res Protoc","Journal Article","Governance","No",""
"41248462","10.2196/68573","Wang L","2025","Application of Narrative and AI-Assisted Follow-Up After Voluntary Medical Male Circumcision: Multicenter, Double-Blind, Prospective, Randomized Controlled Trial.","Journal of medical Internet research","J Med Internet Res","Journal Article; Multicenter Study; Randomized Controlled Trial","Governance","No",""
"40696357","10.1186/s12957-025-03948-2","Wang X","2025","Harnessing organoid technology in urological cancer: advances and applications in urinary system tumors.","World journal of surgical oncology","World J Surg Oncol","Journal Article; Review","Governance","No",""
"40192862","10.1186/s13244-025-01959-x","Wang Y","2025","AI-based automatic estimation of single-kidney glomerular filtration rate and split renal function using non-contrast CT.","Insights into imaging","Insights Imaging","Journal Article","Governance","No",""
"41421980","10.1186/s12911-025-03314-y","Wang Z","2025","Leveraging laboratory biomarkers to predict urosepsis after upper urinary tract stone surgery: an explainable machine learning approach.","BMC medical informatics and decision making","BMC Med Inform Decis Mak","Journal Article","Governance","No",""
"39948585","10.1186/s12885-025-13622-1","Wegener E","2025","A multicentre implementation trial of an Artificial Intelligence-driven biomarker to inform Shared decisions for androgen deprivation therapy in men undergoing prostate radiotherapy: the ASTuTE protocol.","BMC cancer","BMC Cancer","Clinical Trial Protocol; Journal Article","Governance","No",""
"39710428","10.1111/bju.16626","Werneburg GT","2025","External validation of predictive models for antibiotic susceptibility of urine culture.","BJU international","BJU Int","Journal Article; Validation Study","Governance","No",""
"41229180","10.1002/nau.70186","Werneburg GT","2025","What Is Required for AI to Improve the Assessment and Treatment of Patients With Lower Urinary Tract Dysfunction? ICI-RS 2025.","Neurourology and urodynamics","Neurourol Urodyn","Journal Article","Governance","No",""
"39687669","10.1016/j.lanepe.2024.101145","Wilhelm C","2025","Benefits and harms associated with the use of AI-related algorithmic decision-making systems by healthcare professionals: a systematic review.","The Lancet regional health. Europe","Lancet Reg Health Eur","Journal Article","Governance","No",""
"41177875","10.1186/s40001-025-03426-1","Xie W","2025","An innovative approach for predicting prostate cancer Gleason grading: machine learning-based fusion of multimodal ultrasound, clinical and laboratory indicators.","European journal of medical research","Eur J Med Res","Journal Article","Governance","No",""
"40863454","10.3390/jpm15080392","Yang J","2025","Comparison Between the Human-Sourced Ellipsoid Method and Kidney Volumetry Using Artificial Intelligence in Polycystic Kidney Disease.","Journal of personalized medicine","J Pers Med","Journal Article","Governance","No",""
"40050483","10.1245/s10434-025-17015-3","Ye Z","2025","Leveraging Deep Learning in Real-Time Intelligent Bladder Tumor Detection During Cystoscopy: A Diagnostic Study.","Annals of surgical oncology","Ann Surg Oncol","Journal Article","Governance","No",""
